Date,state,cases_new,cases_recovered,cases_active,cases_child,cases_adolescent,cases_adult,cases_elderly,population,cases_new_per_capita,cases_recovered_per_capita,cases_active_per_capita
2020-01-25,Johor,4,0,4,0,0,1,0,3781000,1.057921184871727e-06,0.0,1.057921184871727e-06
2020-01-26,Johor,0,0,4,0,0,0,0,3781000,0.0,0.0,1.057921184871727e-06
2020-01-27,Johor,0,0,4,0,0,0,0,3781000,0.0,0.0,1.057921184871727e-06
2020-01-28,Johor,0,0,4,0,0,0,0,3781000,0.0,0.0,1.057921184871727e-06
2020-01-29,Johor,2,0,6,0,0,2,0,3781000,5.289605924358635e-07,0.0,1.5868817773075906e-06
2020-01-30,Johor,1,0,7,0,0,1,0,3781000,2.6448029621793174e-07,0.0,1.8513620735255222e-06
2020-01-31,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-01,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-02,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-03,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-04,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-05,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-06,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-07,Johor,1,0,8,0,0,1,0,3781000,2.6448029621793174e-07,0.0,2.115842369743454e-06
2020-02-08,Johor,0,1,7,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.8513620735255222e-06
2020-02-09,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-10,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-11,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-12,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-13,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-02-14,Johor,0,4,3,0,0,0,0,3781000,0.0,1.057921184871727e-06,7.934408886537953e-07
2020-02-15,Johor,0,1,2,0,0,0,0,3781000,0.0,2.6448029621793174e-07,5.289605924358635e-07
2020-02-16,Johor,0,0,2,0,0,0,0,3781000,0.0,0.0,5.289605924358635e-07
2020-02-17,Johor,0,0,2,0,0,0,0,3781000,0.0,0.0,5.289605924358635e-07
2020-02-18,Johor,0,2,0,0,0,0,0,3781000,0.0,5.289605924358635e-07,0.0
2020-02-19,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-20,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-21,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-22,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-23,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-24,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-25,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-26,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-27,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-28,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-02-29,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-03-01,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-03-02,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-03-03,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-03-04,Johor,1,0,1,0,0,1,0,3781000,2.6448029621793174e-07,0.0,2.6448029621793174e-07
2020-03-05,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-03-06,Johor,1,0,2,1,0,0,0,3781000,2.6448029621793174e-07,0.0,5.289605924358635e-07
2020-03-07,Johor,2,0,4,0,0,2,0,3781000,5.289605924358635e-07,0.0,1.057921184871727e-06
2020-03-08,Johor,0,0,4,0,0,0,0,3781000,0.0,0.0,1.057921184871727e-06
2020-03-09,Johor,0,0,4,0,0,0,0,3781000,0.0,0.0,1.057921184871727e-06
2020-03-10,Johor,0,0,4,0,0,0,0,3781000,0.0,0.0,1.057921184871727e-06
2020-03-11,Johor,3,0,7,1,0,1,1,3781000,7.934408886537953e-07,0.0,1.8513620735255222e-06
2020-03-12,Johor,1,0,8,0,0,0,1,3781000,2.6448029621793174e-07,0.0,2.115842369743454e-06
2020-03-13,Johor,4,0,12,0,0,4,0,3781000,1.057921184871727e-06,0.0,3.173763554615181e-06
2020-03-14,Johor,2,0,14,0,0,1,1,3781000,5.289605924358635e-07,0.0,3.7027241470510445e-06
2020-03-15,Johor,23,0,37,2,1,17,3,3781000,6.0830468130124305e-06,0.0,9.785770960063475e-06
2020-03-16,Johor,7,0,44,3,0,3,1,3781000,1.8513620735255222e-06,0.0,1.1637133033588998e-05
2020-03-17,Johor,25,0,68,0,1,23,1,3781000,6.612007405448294e-06,0.0,1.798466014281936e-05
2020-03-18,Johor,13,0,81,0,1,10,2,3781000,3.438243850833113e-06,0.0,2.1422903993652473e-05
2020-03-19,Johor,13,0,94,1,2,6,4,3781000,3.438243850833113e-06,0.0,2.4861147844485587e-05
2020-03-20,Johor,13,1,106,0,0,9,4,3781000,3.438243850833113e-06,2.6448029621793174e-07,2.8034911399100768e-05
2020-03-21,Johor,16,0,122,0,0,13,3,3781000,4.231684739486908e-06,0.0,3.226659613858768e-05
2020-03-22,Johor,16,0,138,2,0,10,4,3781000,4.231684739486908e-06,0.0,3.6498280878074585e-05
2020-03-23,Johor,14,0,149,0,1,9,4,3781000,3.7027241470510445e-06,0.0,3.9407564136471834e-05
2020-03-24,Johor,4,0,153,0,2,2,0,3781000,1.057921184871727e-06,0.0,4.046548532134356e-05
2020-03-25,Johor,34,0,185,0,2,25,7,3781000,8.99233007140968e-06,0.0,4.892885480031738e-05
2020-03-26,Johor,43,7,220,4,1,30,8,3781000,1.1372652737371065e-05,1.8513620735255222e-06,5.818566516794499e-05
2020-03-27,Johor,20,2,238,0,1,17,2,3781000,5.2896059243586355e-06,5.289605924358635e-07,6.294631049986776e-05
2020-03-28,Johor,26,13,249,0,1,17,8,3781000,6.876487701666226e-06,3.438243850833113e-06,6.5855593758265e-05
2020-03-29,Johor,24,1,270,0,0,18,6,3781000,6.347527109230362e-06,2.6448029621793174e-07,7.140967997884158e-05
2020-03-30,Johor,22,8,284,1,2,15,4,3781000,5.818566516794499e-06,2.115842369743454e-06,7.511240412589262e-05
2020-03-31,Johor,16,4,295,0,0,11,5,3781000,4.231684739486908e-06,1.057921184871727e-06,7.802168738428987e-05
2020-04-01,Johor,19,10,304,1,0,14,4,3781000,5.025125628140704e-06,2.6448029621793177e-06,8.040201005025126e-05
2020-04-02,Johor,27,31,299,2,0,19,6,3781000,7.140967997884157e-06,8.198889182755885e-06,7.90796085691616e-05
2020-04-03,Johor,21,0,320,0,0,14,7,3781000,5.554086220576567e-06,0.0,8.463369478973817e-05
2020-04-04,Johor,6,0,326,0,1,3,2,3781000,1.5868817773075906e-06,0.0,8.622057656704576e-05
2020-04-05,Johor,16,49,293,0,1,12,3,3781000,4.231684739486908e-06,1.2959534514678657e-05,7.7492726791854e-05
2020-04-06,Johor,30,23,300,7,0,11,12,3781000,7.934408886537952e-06,6.0830468130124305e-06,7.934408886537952e-05
2020-04-07,Johor,10,2,308,0,0,10,0,3781000,2.6448029621793177e-06,5.289605924358635e-07,8.145993123512298e-05
2020-04-08,Johor,18,13,313,0,2,8,7,3781000,4.760645331922772e-06,3.438243850833113e-06,8.278233271621265e-05
2020-04-09,Johor,7,21,299,0,0,6,1,3781000,1.8513620735255222e-06,5.554086220576567e-06,7.90796085691616e-05
2020-04-10,Johor,19,2,316,0,0,12,7,3781000,5.025125628140704e-06,5.289605924358635e-07,8.357577360486643e-05
2020-04-11,Johor,21,43,294,3,0,16,2,3781000,5.554086220576567e-06,1.1372652737371065e-05,7.775720708807195e-05
2020-04-12,Johor,14,40,268,2,0,8,4,3781000,3.7027241470510445e-06,1.0579211848717271e-05,7.088071938640571e-05
2020-04-13,Johor,20,16,272,1,3,12,3,3781000,5.2896059243586355e-06,4.231684739486908e-06,7.193864057127745e-05
2020-04-14,Johor,8,34,244,1,0,7,0,3781000,2.115842369743454e-06,8.99233007140968e-06,6.453319227717536e-05
2020-04-15,Johor,14,21,237,1,1,8,4,3781000,3.7027241470510445e-06,5.554086220576567e-06,6.268183020364982e-05
2020-04-16,Johor,13,0,250,2,5,4,2,3781000,3.438243850833113e-06,0.0,6.612007405448295e-05
2020-04-17,Johor,9,0,259,1,2,4,2,3781000,2.380322665961386e-06,0.0,6.850039672044432e-05
2020-04-18,Johor,16,0,275,4,1,10,1,3781000,4.231684739486908e-06,0.0,7.273208145993123e-05
2020-04-19,Johor,3,1,276,0,1,2,0,3781000,7.934408886537953e-07,2.6448029621793174e-07,7.299656175614917e-05
2020-04-20,Johor,2,1,277,0,0,2,0,3781000,5.289605924358635e-07,2.6448029621793174e-07,7.32610420523671e-05
2020-04-21,Johor,1,1,277,0,1,0,0,3781000,2.6448029621793174e-07,2.6448029621793174e-07,7.32610420523671e-05
2020-04-22,Johor,3,0,280,0,0,2,1,3781000,7.934408886537953e-07,0.0,7.40544829410209e-05
2020-04-23,Johor,3,0,282,0,0,2,1,3781000,7.934408886537953e-07,0.0,7.458344353345676e-05
2020-04-24,Johor,4,0,286,0,1,3,0,3781000,1.057921184871727e-06,0.0,7.564136471832849e-05
2020-04-25,Johor,0,0,286,0,0,0,0,3781000,0.0,0.0,7.564136471832849e-05
2020-04-26,Johor,4,1,289,0,0,3,1,3781000,1.057921184871727e-06,2.6448029621793174e-07,7.643480560698228e-05
2020-04-27,Johor,0,1,287,0,0,0,0,3781000,0.0,2.6448029621793174e-07,7.590584501454641e-05
2020-04-28,Johor,1,1,287,0,0,1,0,3781000,2.6448029621793174e-07,2.6448029621793174e-07,7.590584501454641e-05
2020-04-29,Johor,0,1,286,0,0,0,0,3781000,0.0,2.6448029621793174e-07,7.564136471832849e-05
2020-04-30,Johor,3,8,281,0,0,2,1,3781000,7.934408886537953e-07,2.115842369743454e-06,7.431896323723882e-05
2020-05-01,Johor,3,16,268,0,0,3,0,3781000,7.934408886537953e-07,4.231684739486908e-06,7.088071938640571e-05
2020-05-02,Johor,1,11,258,0,0,1,0,3781000,2.6448029621793174e-07,2.9092832583972494e-06,6.82359164242264e-05
2020-05-03,Johor,0,15,243,0,0,0,0,3781000,0.0,3.967204443268976e-06,6.426871198095741e-05
2020-05-04,Johor,0,9,234,0,0,0,0,3781000,0.0,2.380322665961386e-06,6.188838931499603e-05
2020-05-05,Johor,0,5,229,0,0,0,0,3781000,0.0,1.3224014810896589e-06,6.0565987833906376e-05
2020-05-06,Johor,0,0,229,0,0,0,0,3781000,0.0,0.0,6.0565987833906376e-05
2020-05-07,Johor,0,21,208,0,0,0,0,3781000,0.0,5.554086220576567e-06,5.5011901613329805e-05
2020-05-08,Johor,0,13,195,0,0,0,0,3781000,0.0,3.438243850833113e-06,5.1573657762496694e-05
2020-05-09,Johor,0,7,188,0,0,0,0,3781000,0.0,1.8513620735255222e-06,4.9722295688971175e-05
2020-05-10,Johor,0,5,183,0,0,0,0,3781000,0.0,1.3224014810896589e-06,4.839989420788151e-05
2020-05-11,Johor,0,9,174,0,0,0,0,3781000,0.0,2.380322665961386e-06,4.601957154192013e-05
2020-05-12,Johor,0,8,166,0,0,0,0,3781000,0.0,2.115842369743454e-06,4.3903729172176676e-05
2020-05-13,Johor,0,3,162,0,0,0,0,3781000,0.0,7.934408886537953e-07,4.2845807987304946e-05
2020-05-14,Johor,1,3,160,0,1,0,0,3781000,2.6448029621793174e-07,7.934408886537953e-07,4.2316847394869084e-05
2020-05-15,Johor,0,7,153,0,0,0,0,3781000,0.0,1.8513620735255222e-06,4.046548532134356e-05
2020-05-16,Johor,0,7,146,0,0,0,0,3781000,0.0,1.8513620735255222e-06,3.861412324781804e-05
2020-05-17,Johor,0,9,137,0,0,0,0,3781000,0.0,2.380322665961386e-06,3.623380058185665e-05
2020-05-18,Johor,0,12,125,0,0,0,0,3781000,0.0,3.173763554615181e-06,3.3060037027241474e-05
2020-05-19,Johor,1,3,123,0,0,1,0,3781000,2.6448029621793174e-07,7.934408886537953e-07,3.2531076434805605e-05
2020-05-20,Johor,0,0,123,0,0,0,0,3781000,0.0,0.0,3.2531076434805605e-05
2020-05-21,Johor,0,10,113,0,0,0,0,3781000,0.0,2.6448029621793177e-06,2.988627347262629e-05
2020-05-22,Johor,0,0,113,0,0,0,0,3781000,0.0,0.0,2.988627347262629e-05
2020-05-23,Johor,1,16,98,0,0,0,1,3781000,2.6448029621793174e-07,4.231684739486908e-06,2.5919069029357314e-05
2020-05-24,Johor,1,0,99,0,0,1,0,3781000,2.6448029621793174e-07,0.0,2.6183549325575245e-05
2020-05-25,Johor,0,4,95,0,0,0,0,3781000,0.0,1.057921184871727e-06,2.5125628140703518e-05
2020-05-26,Johor,0,7,88,0,0,0,0,3781000,0.0,1.8513620735255222e-06,2.3274266067177995e-05
2020-05-27,Johor,0,32,56,0,0,0,0,3781000,0.0,8.463369478973816e-06,1.4810896588204178e-05
2020-05-28,Johor,0,15,41,0,0,0,0,3781000,0.0,3.967204443268976e-06,1.0843692144935202e-05
2020-05-29,Johor,3,5,39,0,0,2,1,3781000,7.934408886537953e-07,1.3224014810896589e-06,1.0314731552499338e-05
2020-05-30,Johor,1,2,38,0,0,0,1,3781000,2.6448029621793174e-07,5.289605924358635e-07,1.0050251256281408e-05
2020-05-31,Johor,0,1,37,0,0,0,0,3781000,0.0,2.6448029621793174e-07,9.785770960063475e-06
2020-06-01,Johor,0,2,35,0,0,0,0,3781000,0.0,5.289605924358635e-07,9.256810367627612e-06
2020-06-02,Johor,1,3,33,0,0,1,0,3781000,2.6448029621793174e-07,7.934408886537953e-07,8.727849775191748e-06
2020-06-03,Johor,0,1,32,0,0,0,0,3781000,0.0,2.6448029621793174e-07,8.463369478973816e-06
2020-06-04,Johor,0,1,30,0,0,0,0,3781000,0.0,2.6448029621793174e-07,7.934408886537952e-06
2020-06-05,Johor,0,0,30,0,0,0,0,3781000,0.0,0.0,7.934408886537952e-06
2020-06-06,Johor,0,0,30,0,0,0,0,3781000,0.0,0.0,7.934408886537952e-06
2020-06-07,Johor,0,0,30,0,0,0,0,3781000,0.0,0.0,7.934408886537952e-06
2020-06-08,Johor,0,1,29,0,0,0,0,3781000,0.0,2.6448029621793174e-07,7.669928590320022e-06
2020-06-09,Johor,0,2,27,0,0,0,0,3781000,0.0,5.289605924358635e-07,7.140967997884157e-06
2020-06-10,Johor,1,2,26,0,0,1,0,3781000,2.6448029621793174e-07,5.289605924358635e-07,6.876487701666226e-06
2020-06-11,Johor,0,0,26,0,0,0,0,3781000,0.0,0.0,6.876487701666226e-06
2020-06-12,Johor,1,1,26,0,0,1,0,3781000,2.6448029621793174e-07,2.6448029621793174e-07,6.876487701666226e-06
2020-06-13,Johor,2,0,28,0,1,1,0,3781000,5.289605924358635e-07,0.0,7.405448294102089e-06
2020-06-14,Johor,0,0,28,0,0,0,0,3781000,0.0,0.0,7.405448294102089e-06
2020-06-15,Johor,3,0,31,0,1,1,0,3781000,7.934408886537953e-07,0.0,8.198889182755885e-06
2020-06-16,Johor,1,1,31,0,0,1,0,3781000,2.6448029621793174e-07,2.6448029621793174e-07,8.198889182755885e-06
2020-06-17,Johor,0,0,31,0,0,0,0,3781000,0.0,0.0,8.198889182755885e-06
2020-06-18,Johor,2,22,11,0,0,2,0,3781000,5.289605924358635e-07,5.818566516794499e-06,2.9092832583972494e-06
2020-06-19,Johor,0,0,11,0,0,0,0,3781000,0.0,0.0,2.9092832583972494e-06
2020-06-20,Johor,0,1,10,0,0,0,0,3781000,0.0,2.6448029621793174e-07,2.6448029621793177e-06
2020-06-21,Johor,1,0,11,0,0,0,1,3781000,2.6448029621793174e-07,0.0,2.9092832583972494e-06
2020-06-22,Johor,1,4,8,0,0,1,0,3781000,2.6448029621793174e-07,1.057921184871727e-06,2.115842369743454e-06
2020-06-23,Johor,0,0,8,0,0,0,0,3781000,0.0,0.0,2.115842369743454e-06
2020-06-24,Johor,0,1,7,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.8513620735255222e-06
2020-06-25,Johor,1,0,8,0,0,1,0,3781000,2.6448029621793174e-07,0.0,2.115842369743454e-06
2020-06-26,Johor,2,0,10,0,0,2,0,3781000,5.289605924358635e-07,0.0,2.6448029621793177e-06
2020-06-27,Johor,0,1,9,0,0,0,0,3781000,0.0,2.6448029621793174e-07,2.380322665961386e-06
2020-06-28,Johor,0,1,8,0,0,0,0,3781000,0.0,2.6448029621793174e-07,2.115842369743454e-06
2020-06-29,Johor,0,1,7,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.8513620735255222e-06
2020-06-30,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-07-01,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-07-02,Johor,1,5,3,0,0,1,0,3781000,2.6448029621793174e-07,1.3224014810896589e-06,7.934408886537953e-07
2020-07-03,Johor,0,0,3,0,0,0,0,3781000,0.0,0.0,7.934408886537953e-07
2020-07-04,Johor,0,0,3,0,0,0,0,3781000,0.0,0.0,7.934408886537953e-07
2020-07-05,Johor,0,0,3,0,0,0,0,3781000,0.0,0.0,7.934408886537953e-07
2020-07-06,Johor,1,1,3,0,0,1,0,3781000,2.6448029621793174e-07,2.6448029621793174e-07,7.934408886537953e-07
2020-07-07,Johor,1,0,4,0,0,1,0,3781000,2.6448029621793174e-07,0.0,1.057921184871727e-06
2020-07-08,Johor,0,2,2,0,0,0,0,3781000,0.0,5.289605924358635e-07,5.289605924358635e-07
2020-07-09,Johor,2,0,4,0,0,2,0,3781000,5.289605924358635e-07,0.0,1.057921184871727e-06
2020-07-10,Johor,1,0,5,0,0,1,0,3781000,2.6448029621793174e-07,0.0,1.3224014810896589e-06
2020-07-11,Johor,2,0,7,0,0,1,1,3781000,5.289605924358635e-07,0.0,1.8513620735255222e-06
2020-07-12,Johor,0,1,6,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.5868817773075906e-06
2020-07-13,Johor,0,1,5,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.3224014810896589e-06
2020-07-14,Johor,2,0,7,0,0,2,0,3781000,5.289605924358635e-07,0.0,1.8513620735255222e-06
2020-07-15,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-07-16,Johor,0,0,7,0,0,0,0,3781000,0.0,0.0,1.8513620735255222e-06
2020-07-17,Johor,0,2,4,0,0,0,0,3781000,0.0,5.289605924358635e-07,1.057921184871727e-06
2020-07-18,Johor,0,2,2,0,0,0,0,3781000,0.0,5.289605924358635e-07,5.289605924358635e-07
2020-07-19,Johor,1,0,3,0,0,0,1,3781000,2.6448029621793174e-07,0.0,7.934408886537953e-07
2020-07-20,Johor,14,0,17,1,0,2,10,3781000,3.7027241470510445e-06,0.0,4.49616503570484e-06
2020-07-21,Johor,0,0,17,0,0,0,0,3781000,0.0,0.0,4.49616503570484e-06
2020-07-22,Johor,1,1,17,0,0,1,0,3781000,2.6448029621793174e-07,2.6448029621793174e-07,4.49616503570484e-06
2020-07-23,Johor,1,0,18,0,0,1,0,3781000,2.6448029621793174e-07,0.0,4.760645331922772e-06
2020-07-24,Johor,2,0,20,0,0,1,1,3781000,5.289605924358635e-07,0.0,5.2896059243586355e-06
2020-07-25,Johor,10,0,30,0,0,7,3,3781000,2.6448029621793177e-06,0.0,7.934408886537952e-06
2020-07-26,Johor,7,0,37,0,0,7,0,3781000,1.8513620735255222e-06,0.0,9.785770960063475e-06
2020-07-27,Johor,0,0,37,0,0,0,0,3781000,0.0,0.0,9.785770960063475e-06
2020-07-28,Johor,0,0,37,0,0,0,0,3781000,0.0,0.0,9.785770960063475e-06
2020-07-29,Johor,1,0,38,0,0,1,0,3781000,2.6448029621793174e-07,0.0,1.0050251256281408e-05
2020-07-30,Johor,1,0,39,0,0,0,1,3781000,2.6448029621793174e-07,0.0,1.0314731552499338e-05
2020-07-31,Johor,3,2,40,0,0,3,0,3781000,7.934408886537953e-07,5.289605924358635e-07,1.0579211848717271e-05
2020-08-01,Johor,0,0,40,0,0,0,0,3781000,0.0,0.0,1.0579211848717271e-05
2020-08-02,Johor,0,0,40,0,0,0,0,3781000,0.0,0.0,1.0579211848717271e-05
2020-08-03,Johor,0,0,40,0,0,0,0,3781000,0.0,0.0,1.0579211848717271e-05
2020-08-04,Johor,0,3,37,0,0,0,0,3781000,0.0,7.934408886537953e-07,9.785770960063475e-06
2020-08-05,Johor,1,1,37,0,0,0,1,3781000,2.6448029621793174e-07,2.6448029621793174e-07,9.785770960063475e-06
2020-08-06,Johor,0,2,35,0,0,0,0,3781000,0.0,5.289605924358635e-07,9.256810367627612e-06
2020-08-07,Johor,1,4,32,0,0,1,0,3781000,2.6448029621793174e-07,1.057921184871727e-06,8.463369478973816e-06
2020-08-08,Johor,0,19,13,0,0,0,0,3781000,0.0,5.025125628140704e-06,3.438243850833113e-06
2020-08-09,Johor,0,2,11,0,0,0,0,3781000,0.0,5.289605924358635e-07,2.9092832583972494e-06
2020-08-10,Johor,2,0,13,0,0,2,0,3781000,5.289605924358635e-07,0.0,3.438243850833113e-06
2020-08-11,Johor,1,0,14,0,0,1,0,3781000,2.6448029621793174e-07,0.0,3.7027241470510445e-06
2020-08-12,Johor,2,5,11,0,0,2,0,3781000,5.289605924358635e-07,1.3224014810896589e-06,2.9092832583972494e-06
2020-08-13,Johor,0,1,10,0,0,0,0,3781000,0.0,2.6448029621793174e-07,2.6448029621793177e-06
2020-08-14,Johor,0,2,8,0,0,0,0,3781000,0.0,5.289605924358635e-07,2.115842369743454e-06
2020-08-15,Johor,1,1,8,0,0,1,0,3781000,2.6448029621793174e-07,2.6448029621793174e-07,2.115842369743454e-06
2020-08-16,Johor,0,0,8,0,0,0,0,3781000,0.0,0.0,2.115842369743454e-06
2020-08-17,Johor,0,1,7,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.8513620735255222e-06
2020-08-18,Johor,0,1,6,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.5868817773075906e-06
2020-08-19,Johor,1,1,6,0,0,1,0,3781000,2.6448029621793174e-07,2.6448029621793174e-07,1.5868817773075906e-06
2020-08-20,Johor,0,0,6,0,0,0,0,3781000,0.0,0.0,1.5868817773075906e-06
2020-08-21,Johor,0,1,5,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.3224014810896589e-06
2020-08-22,Johor,0,0,5,0,0,0,0,3781000,0.0,0.0,1.3224014810896589e-06
2020-08-23,Johor,0,1,4,0,0,0,0,3781000,0.0,2.6448029621793174e-07,1.057921184871727e-06
2020-08-24,Johor,0,1,3,0,0,0,0,3781000,0.0,2.6448029621793174e-07,7.934408886537953e-07
2020-08-25,Johor,0,0,3,0,0,0,0,3781000,0.0,0.0,7.934408886537953e-07
2020-08-26,Johor,0,2,1,0,0,0,0,3781000,0.0,5.289605924358635e-07,2.6448029621793174e-07
2020-08-27,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-08-28,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-08-29,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-08-30,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-08-31,Johor,0,1,0,0,0,0,0,3781000,0.0,2.6448029621793174e-07,0.0
2020-09-01,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-02,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-03,Johor,1,0,1,0,0,1,0,3781000,2.6448029621793174e-07,0.0,2.6448029621793174e-07
2020-09-04,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-05,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-06,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-07,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-08,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-09,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-10,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-11,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-12,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-13,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-14,Johor,0,0,1,0,0,0,0,3781000,0.0,0.0,2.6448029621793174e-07
2020-09-15,Johor,0,1,0,0,0,0,0,3781000,0.0,2.6448029621793174e-07,0.0
2020-09-16,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-17,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-18,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-19,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-20,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-21,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-22,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-23,Johor,0,0,0,0,0,0,0,3781000,0.0,0.0,0.0
2020-09-24,Johor,1,0,1,0,0,1,0,3781000,2.6448029621793174e-07,0.0,2.6448029621793174e-07
2020-09-25,Johor,1,0,2,0,0,1,0,3781000,2.6448029621793174e-07,0.0,5.289605924358635e-07
2020-09-26,Johor,1,0,3,0,0,1,0,3781000,2.6448029621793174e-07,0.0,7.934408886537953e-07
2020-09-27,Johor,2,0,5,0,0,2,0,3781000,5.289605924358635e-07,0.0,1.3224014810896589e-06
2020-09-28,Johor,0,0,5,0,0,0,0,3781000,0.0,0.0,1.3224014810896589e-06
2020-09-29,Johor,2,0,7,0,0,2,0,3781000,5.289605924358635e-07,0.0,1.8513620735255222e-06
2020-09-30,Johor,8,0,15,0,0,8,0,3781000,2.115842369743454e-06,0.0,3.967204443268976e-06
2020-10-01,Johor,5,0,20,0,0,0,0,3781000,1.3224014810896589e-06,0.0,5.2896059243586355e-06
2020-10-02,Johor,1,0,21,0,0,1,0,3781000,2.6448029621793174e-07,0.0,5.554086220576567e-06
2020-10-03,Johor,4,0,25,0,0,4,0,3781000,1.057921184871727e-06,0.0,6.612007405448294e-06
2020-10-04,Johor,8,0,33,0,0,7,1,3781000,2.115842369743454e-06,0.0,8.727849775191748e-06
2020-10-05,Johor,2,0,35,0,0,1,1,3781000,5.289605924358635e-07,0.0,9.256810367627612e-06
2020-10-06,Johor,6,0,41,0,0,6,0,3781000,1.5868817773075906e-06,0.0,1.0843692144935202e-05
2020-10-07,Johor,6,0,47,1,0,5,0,3781000,1.5868817773075906e-06,0.0,1.2430573922242794e-05
